100
71 19
8 22 16 41 74 10 42 19 7 3 26 9 30 13 62 59 4 11 44 29 34 1 5 12 52 23 66 71 45 31 57 68 64 48 14 65 49 54 69 39 46 72 51 56 73 43 21 24 15 2 33 55 75 32 58 61 25 17 63 27 6 20 38 60 35 18 36 40 50 70 47
608 225 553 501
8 64 55 46 39
57 17 30 58 66
22 14 63 34 31
60 6 55 43 70
9 74 1 16 40
10 29 26 51 52
68 33 39 47 15
18 21 72 30 74
75 53 12 23 52
31 46 28 24 20
63 26 19 22 66
21 52 15 63 24
16 65 7 66 54
18 74 59 39 20
22 43 40 14 68
57 75 61 19 30
59 33 10 24 63
47 61 15 46 17
43 72 40 54 18
16 12 21 53 52
19 64 9 58 6
6 28 1 29 59
18 54 22 17 75
23 10 61 21 51
15 53 72 30 55
58 52 34 39 12
12 21 19 72 64
9 10 59 51 32
68 33 30 8 24
28 46 66 54 63
6 7 29 61 16
6 31 64 12 60
55 30 14 7 23
66 52 65 22 18
46 63 72 54 47
26 43 28 24 51
26 46 39 22 31
58 34 74 20 60
53 75 61 19 52
12 43 30 59 6
8 40 66 10 51
51 74 8 54 24
59 75 40 9 33
22 1 66 55 7
68 18 65 20 57
30 12 19 16 6
46 58 72 15 30
6 59 7 60 66
68 57 51 8 26
63 61 55 29 16
24 18 21 12 19
6 64 66 16 32
58 15 7 33 28
74 68 20 60 12
9 57 65 75 39
53 31 23 24 61
39 21
53 36 51 19 39 40 57 34 44 70 26 14 20 74 38 23 63 22 21 48 50 43 6 13 30 16 66 65 71 31 7 29 12 64 55 24 45 33 56
161 949 64 141
36 19 71 14 24
67 23 38 57 56
44 50 55 70 16
34 33 62 59 37
66 7 22 48 18
66 7 4 44 29
22 53 50 45 56
62 12 23 13 51
21 67 36 27 71
26 55 30 25 57
54 67 27 24 50
49 38 64 45 16
36 48 25 65 74
59 39 7 30 29
66 44 4 18 33
67 33 59 32 31
63 36 6 70 26
53 30 27 64 18
21 62 50 66 65
57 54 45 14 48
31 53 56 4 18
23 20 71 65 70
44 16 24 21 30
36 39 26 34 74
29 22 62 63 25
55 66 27 25 21
51 43 63 40 18
71 70 45 12 13
32 59 54 67 37
44 56 4 49 57
67 12 39 20 19
4 25 21 45 33
50 48 74 62 65
44 43 40 36 31
53 59 24 7 63
34 59 45 29 23
71 74 50 44 36
37 21 49 31 65
57 13 26 4 64
51 56 19 14 33
6 32 14 49 40
37 56 50 65 29
53 26 7 74 34
48 71 70 36 4
33 59 13 67 21
63 36 50 43 44
37 55 18 59 7
51 6 24 12 54
22 16 34 45 38
31 66 20 62 23
36 50 65 22 51
26 43 74 4 18
32 44 37 6 25
48 56 45 7 29
33 71 12 67 57
37 54 48 50 12
63 45 70 32 39
71 67 43 57 36
4 66 21 74 22
16 6 26 7 44
34 74 12 45 70
4 22 26 7 32
56 55 13 31 66
51 23 53 59 67
38 16 33 63 62
25 49 27 20 29
14 55 66 23 38
50 18 24 30 36
64 37 56 21 34
48 57 63 67 54
39 12 63 48 20
44 55 21 4 66
70 54 51 53 24
6 40 7 36 37
23 13 25 14 56
25 49 29 43 27
53 54 12 59 45
65 55 50 36 44
31 4 40 34 7
30 23 71 70 24
67 31 27 26 66
50 57 54 6 48
16 30 63 38 14
71 19 24 34 18
21 44 40 33 20
57 37 71 36 56
18 59 66 48 55
14 43 54 40 25
23 49 24 16 67
74 45 38 21 53
63 25 27 64 20
71 6 44 26 32
50 67 16 39 13
12 49 14 30 21
65 74 53 70 57
40 37 64 30 33
45 56 34 54 19
4 6 70 18 13
66 12 24 59 51
49 38 20 26 21
45 40 16 64 71
50 13 44 27 56
4 43 19 55 22
48 37 7 25 54
6 18 49 26 34
8 5
19 12 50 43 40 25 28 15
520 867 820 434
10 4 35 32 21
12 3 41 25 58
29 65 45 44 68
28 37 31 19 20
69 5 62 57 75
57 15 63 58 72
59 35 62 68 21
25 40 2 4 61
3 13 54 33 31
32 19 69 20 30
33 19 57 44 5
29 59 12 43 2
10 21 62 46 11
30 75 24 51 50
37 7 41 69 15
10 7 43 59 24
13 30 50 32 44
57 29 35 2 11
5 34 4 65 25
72 3 9 62 28
32 19 70 61 63
51 50 75 43 54
44 74 41 30 65
2 45 72 31 10
20 68 11 46 4
15 24
47 29 11 25 52 7 51 73 6 40 28 1 32 48 26
240 8 318 822
41 52 22 38 42
30 25 51 36 44
33 27 21 53 1
72 47 46 40 14
18 19 43 49 74
14 75 9 21 30
53 60 71 73 27
13 18 72 43 51
47 7 26 38 29
17 22 6 63 46
6 38 40 29 5
59 56 32 41 43
36 53 14 46 11
49 33 71 22 1
47 28 31 51 60
27 48 42 72 57
44 17 1 18 14
71 56 51 73 30
43 63 74 19 49
26 5 46 55 4
22 13 6 61 63
73 49 44 51 1
43 38 35 57 18
27 29 9 56 52
72 19 47 33 40
4 35 5 38 22
56 40 47 17 26
48 49 30 51 61
31 19 52 11 27
44 75 60 32 43
72 56 27 57 11
22 7 36 44 35
73 13 60 4 21
46 74 38 48 43
14 41 53 42 40
17 59 47 52 41
63 5 71 22 33
26 53 29 11 30
61 60 35 1 18
57 42 74 75 6
47 30 49 27 48
6 51 7 41 59
29 21 73 33 61
31 32 75 74 22
19 43 60 38 63
43 11 22 28 17
7 72 4 1 61
44 40 5 51 25
74 41 31 13 60
32 52 53 36 48
21 32 57 60 49
18 52 14 33 30
59 13 19 27 63
73 6 1 31 43
75 25 22 40 42
74 36 35 61 71
6 53 44 60 32
41 1 18 31 4
56 13 49 27 9
26 48 33 11 75
71 63 53 60 21
18 11 6 57 73
43 75 49 55 1
30 74 38 4 27
46 42 52 41 25
9 31 27 22 44
6 29 59 71 11
43 5 74 32 14
33 60 56 63 53
49 72 40 25 52
21 5 29 41 18
6 4 38 44 25
35 43 46 71 73
72 55 48 51 30
59 60 61 53 36
5 61 44 11 72
18 60 32 55 40
14 46 52 47 17
19 33 22 9 42
56 57 49 13 1
56 38 57 63 14
46 4 33 6 60
22 32 21 61 47
55 5 49 48 75
28 1 51 41 18
41 55 6 18 28
19 21 59 71 29
32 17 61 40 33
75 47 49 36 48
14 4 1 11 42
42 48 38 40 30
25 51 11 52 73
57 26 53 59 75
56 60 74 6 71
5 1 31 46 28
40 7 74 38 18
36 73 49 43 19
75 9 29 56 42
26 1 53 41 61
47 55 33 57 25
60 1 47 36 61
17 25 11 52 46
7 4 40 28 51
33 63 30 19 48
56 72 29 21 26
43 57 49 31 5
60 48 6 61 4
73 71 74 13 56
14 40 30 17 11
36 26 72 41 42
47 17 71 18 31
63 21 9 73 4
26 29 14 27 25
40 72 38 6 28
51 5 35 36 56
74 38 52 18 29
7 72 4 13 32
26 59 71 19 6
53 31 48 47 36
42 9 22 41 30
34 7
25 59 52 56 50 51 35 63 2 70 49 42 26 17 62 58 15 4 30 54 23 11 18 8 24 9 67 20 32 43 29 57 34 55
975 356 962 88
58 62 9 50 43
54 44 12 53 48
57 30 52 51 31
34 29 2 15 59
55 11 63 23 42
44 49 62 53 47
9 61 46 21 8
64 4 12 2 51
36 48 15 22 56
50 54 29 58 37
15 29 37 57 4
49 61 9 71 70
46 64 31 53 8
62 63 26 48 23
20 2 52 67 17
43 71 18 22 20
50 29 64 11 67
59 23 4 63 58
37 30 31 32 46
36 9 2 21 26
50 31 35 71 2
47 11 42 49 12
26 24 4 29 46
20 52 51 21 25
9 61 58 43 48
20 2 29 49 57
70 21 31 56 23
42 24 52 53 46
59 55 15 51 71
44 9 17 61 50
54 63 42 58 11
50 60 32 18 71
8 31 2 59 51
22 61 24 20 21
17 67 46 36 25
48 18
66 2 51 30 60 25 67 14 64 8 63 38 56 13 52 46 35 53 16 1 69 65 32 75 31 3 28 11 73 45 19 15 7 71 72 70 44 57 43 59 26 22 39 12 5 17 42 34
21 694 336 58
38 45 70 64 2
28 60 66 14 53
52 26 46 30 68
51 56 19 44 7
34 13 32 31 22
65 28 19 43 75
16 53 64 51 68
39 22 67 31 60
70 71 1 7 56
36 52 13 59 66
66 72 60 17 53
13 35 15 25 30
59 69 1 71 3
2 45 19 67 68
42 75 70 63 64
17 3 30 13 56
59 31 28 22 51
7 38 25 64 73
67 5 2 45 72
69 60 46 14 52
52 28 31 25 7
5 38 71 66 42
64 3 75 51 67
16 73 30 43 35
65 13 45 11 46
3 32 75 31 52
7 60 12 25 63
68 46 66 45 59
5 44 14 57 11
53 19 67 42 30
22 19 3 60 13
31 15 45 34 63
59 12 64 11 56
71 46 70 53 16
73 66 69 14 42
15 53 68 67 3
59 7 8 38 22
65 51 69 19 46
34 52 35 11 39
60 73 63 45 12
14 36 46 35 38
17 5 72 68 70
43 25 2 66 65
22 28 26 67 53
56 51 31 73 52
56 32 51 34 39
59 12 70 30 45
60 71 44 7 38
69 46 2 17 63
14 75 11 15 16
68 57 43 67 32
64 2 36 15 70
35 12 8 42 22
39 63 69 7 34
28 30 19 72 66
36 1 65 8 14
63 59 71 70 46
35 44 52 60 3
5 12 17 38 57
19 16 25 7 66
7 42 22 73 14
17 44 38 30 36
45 2 25 5 56
71 46 32 31 28
3 65 52 70 72
67 19 12 43 30
11 59 35 26 8
56 64 1 63 17
36 68 39 2 44
71 22 60 15 70
38 45 42 60 1
17 68 14 36 64
13 15 57 69 75
43 35 11 2 72
12 39 31 22 28
26 38 57 52 69
3 5 17 2 25
1 36 46 63 16
28 60 44 42 7
39 73 14 19 43
57 38 71 75 3
15 16 13 72 19
26 64 12 46 32
1 22 56 39 52
69 36 67 2 11
25 30 34 5 45
38 59 28 51 52
17 3 53 66 1
15 72 14 22 16
65 68 31 63 60
33 24
13 62 51 64 54 63 42 31 75 2 44 39 23 35 19 12 60 34 37 69 3 26 21 32 57 41 52 29 8 61 45 46 18
403 855 858 341
2 24 52 8 21
9 28 26 64 14
20 61 17 44 73
38 35 62 46 75
5 36 65 72 39
54 63 13 42 39
52 57 73 44 5
51 37 65 46 17
69 8 75 34 38
72 19 64 60 2
21 62 38 9 35
26 36 14 13 41
65 69 51 32 2
72 52 28 71 17
73 61 57 40 20
59 10 62 65 19
61 36 13 8 52
5 37 29 17 32
38 72 71 18 23
69 73 9 3 2
26 10 24 34 21
35 45 63 9 18
17 42 41 39 8
51 60 65 13 19
40 12 2 73 57
13 9 40 41 35
10 5 20 17 75
69 31 14 18 51
45 8 24 65 12
52 64 60 21 37
21 24 63 33 29
60 37 5 8 35
20 41 45 75 14
71 73 17 31 3
26 39 19 62 28
69 73 39 41 42
31 37 40 12 72
46 14 45 5 21
29 13 24 65 63
59 32 35 61 8
18 17 2 3 14
34 45 41 29 36
20 63 28 64 75
72 23 52 35 59
19 10 8 12 46
40 33 52 19 26
35 38 32 73 29
5 8 28 41 3
45 59 51 12 57
17 75 37 72 39
24 8 29 26 52
5 20 41 3 10
61 42 51 9 57
71 62 38 65 59
54 32 35 75 39
71 65 35 73 36
61 63 51 5 12
40 60 54 59 21
18 13 69 14 31
29 17 39 3 2
14 21 20 33 40
72 32 23 17 57
61 19 71 73 34
42 60 65 37 8
13 29 36 52 45
28 46 3 69 13
36 72 8 18 61
5 26 29 10 19
2 31 57 24 17
64 23 62 54 34
52 17 9 28 64
8 41 33 18 5
36 45 60 23 42
26 54 63 59 10
13 35 62 32 29
26 10 29 28 45
69 73 72 62 33
17 18 36 75 21
60 2 13 39 9
14 64 54 35 32
65 51 19 2 24
54 75 32 57 69
3 13 61 5 64
29 34 8 18 20
37 39 42 41 46
39 12 71 17 72
23 62 38 75 46
52 13 10 33 2
28 31 5 51 44
35 61 37 9 21
14 37 33 71 44
5 8 42 26 52
3 12 23 38 36
60 65 45 41 20
18 10 31 19 13
12 36 23 5 21
40 17 18 33 41
73 14 29 37 63
69 39 13 46 45
32 28 72 10 75
65 5 73 28 10
24 71 29 75 20
21 51 41 57 34
36 45 63 19 54
62 46 17 8 61
24 37 28 65 38
5 26 35 59 69
71 45 32 36 31
54 72 64 44 62
41 75 10 17 42
40 39 17 5 21
54 8 19 9 51
71 45 29 44 35
75 69 61 72 10
24 31 33 28 18
35 52 39 9 37
32 20 24 28 23
73 41 40 61 36
29 13 12 21 8
51 10 69 17 46
69 8
14 42 9 40 6 58 11 57 28 67 15 37 41 61 29 45 50 63 62 12 49 7 59 10 19 33 48 3 35 32 17 25 23 26 47 5 36 52 34 16 60 69 38 24 55 30 70 74 53 39 54 46 27 18 43 2 51 31 75 4 64 65 44 73 1 68 72 8 13
659 258 983 697
57 28 42 7 5
39 17 61 11 48
32 6 29 67 24
10 12 52 16 63
33 14 60 34 74
19 25 58 61 3
6 5 14 26 45
29 57 55 60 34
33 11 39 37 74
67 53 59 30 70
61 32 30 34 33
19 69 39 40 58
16 38 28 49 15
48 25 11 5 63
53 52 42 23 74
16 40 36 29 30
25 35 19 23 57
47 38 9 11 14
37 53 32 41 5
39 74 55 63 59
48 63 23 61 62
5 74 12 69 53
67 60 25 26 50
52 41 70 34 10
59 39 16 36 28
17 49 30 70 42
61 6 52 67 34
47 3 45 32 69
15 62 19 50 23
36 41 25 60 7
17 52 67 32 10
53 14 11 26 42
6 7 40 48 24
29 57 37 35 19
47 45 12 9 69
11 50 12 35 38
3 5 36 30 17
57 74 19 49 32
15 39 63 67 45
16 58 25 34 23
73 13
17 20 52 16 36 31 42 68 5 23 29 10 63 40 57 24 33 4 2 22 60 53 71 61 39 32 9 15 28 64 44 25 74 59 7 26 75 58 21 8 55 11 51 48 13 66 70 6 65 34 43 45 18 54 62 67 72 14 1 47 73 41 27 19 69 50 37 12 3 46 49 35 30
930 837 498 686
57 44 28 42 52
8 74 16 2 34
4 66 23 26 22
33 75 32 13 53
55 17 36 51 20
28 36 40 4 23
20 33 52 13 64
44 53 15 6 75
16 61 11 65 32
7 21 25 51 71
64 57 61 10 52
75 28 21 34 26
36 13 48 33 74
9 20 66 70 55
31 68 32 7 4
70 42 55 74 68
15 51 36 28 63
58 61 64 44 40
9 20 17 32 23
13 22 65 66 10
71 31 11 39 36
24 58 17 9 74
61 16 51 4 20
28 6 2 33 75
23 13 29 68 53
20 70 65 21 32
25 59 64 5 33
48 11 4 34 40
23 7 71 6 75
15 52 60 29 57
22 51 25 8 26
15 55 32 75 64
68 53 60 2 71
39 74 70 61 44
63 11 13 34 33
53 24 26 66 61
33 60 64 48 15
51 5 58 34 36
65 42 32 13 52
70 16 8 68 17
16 31 70 51 42
33 7 59 25 44
20 39 55 57 61
23 24 11 36 34
2 32 21 8 4
61 31 9 17 57
53 20 68 26 39
64 60 74 25 23
55 36 10 22 29
4 65 51 13 48
48 36 34 64 74
6 20 7 16 5
17 22 63 71 66
60 11 40 58 44
28 57 24 55 26
31 39 63 24 60
16 2 33 26 61
28 17 64 66 8
7 58 53 15 13
68 57 5 22 10
44 7 29 15 33
64 65 24 2 42
52 13 61 11 28
66 21 26 6 71
75 32 40 22 4
57 8
5 43 55 62 65 54 68 34 28 24 39 19 73 48 37 64 70 69 35 51 71 26 8 25 58 31 11 38 66 23 60 42 61 41 10 1 29 6 49 12 67 4 18 22 46 17 40 50 14 44 36 53 20 75 52 3 56
584 798 509 753
60 8 37 17 26
50 40 35 28 38
5 43 62 61 65
22 39 18 23 55
71 1 12 19 44
64 22 25 60 55
50 35 29 34 26
24 8 5 4 43
58 31 61 40 68
48 17 28 66 14
70 5 14 65 11
61 8 31 26 58
69 51 18 67 68
4 44 38 40 12
24 64 6 23 25
41 68 25 11 37
70 58 22 35 38
42 44 6 66 73
49 29 24 61 34
39 67 8 26 62
28 71 70 73 66
51 19 14 61 43
17 10 25 8 65
4 39 68 35 22
24 34 46 67 23
66 58 43 19 14
64 62 41 60 65
61 70 29 4 38
69 46 17 25 34
26 6 35 71 24
17 10 8 39 42
71 25 31 73 54
61 1 55 5 51
24 50 48 23 6
4 46 26 70 11
5 65 38 70 14
46 19 6 8 67
4 40 73 17 28
49 69 24 31 55
48 51 66 68 44

